,name,size_buy,sex,height,weight,size_review,brightness,color,thickness,review
504,세미와이드히든밴딩슬랙스[블랙],31,남성, 178cm, 71kg,보통이에요,보통이에요,보통이에요,보통이에요,바지 총 기장 핏이 딱 신발 라인에 맞아서 이쁩니다.
505,세미와이드히든밴딩슬랙스[미디엄그레이],27,남성, 164cm, 54kg,보통이에요,보통이에요,보통이에요,보통이에요,세미와이드라기보단 레귤러에 가깝긴한데 핏이 이쁘게 잘 빠짐
506,세미와이드히든밴딩슬랙스[브라운],34,남성, 170cm, 74kg,보통이에요,보통이에요,보통이에요,보통이에요,와이드로 편하고밴딩도 좋아요살짝 두께도있어서 가을 초겨울도 가능할거같아요
507,세미와이드히든밴딩슬랙스[미디엄그레이],29,남성, 173cm, 63kg,보통이에요,보통이에요,보통이에요,보통이에요,무난무난하게 데일리로 입을수있고 신축성도 있어서 편해요 색은 교복바지 색이고 기장은 표 나온거랑 같은것같아요
508,세미와이드히든밴딩슬랙스[블랙],31,남성, 181cm, 74kg,보통이에요,보통이에요,보통이에요,보통이에요,가성비 좋고 무난한 슬랙스입니다. 출퇴근용으로 자주 입어여~
509,세미와이드히든밴딩슬랙스[미디엄그레이],30,남성, 178cm, 70kg,보통이에요,보통이에요,보통이에요,보통이에요,슬랙스가 색깔별로 사이즈 편차가 큰거같아요더스티베이지는 엄청 타이트하더니이건 좀더 여유있는거같아요멜란지느낌의 교복같은 색감이에요
510,세미와이드히든밴딩슬랙스[블랙],33,남성, 178cm, 90kg,보통이에요,보통이에요,보통이에요,보통이에요,세미 와이드 사이즈 핏 너무 좋아요 매번 이거만 사네요 
511,세미와이드히든밴딩슬랙스[미디엄그레이],29,남성, 175cm, 85kg,작아요,보통이에요,보통이에요,보통이에요,좋은 상품을 좋은 가격에 기분좋게 사서 좋습니다
512,세미와이드히든밴딩슬랙스[라이트베이지],29,남성, 175cm, 85kg,작아요,보통이에요,보통이에요,보통이에요,좋은 상품을 좋은 가격에 기분좋게 사서 좋습니다
513,세미와이드히든밴딩슬랙스[더스티베이지],32,남성, 175cm, 74kg,보통이에요,보통이에요,보통이에요,보통이에요,원단이 탄탄하고 잘 늘어나서 입기 평합니다. 사이즈 좋습니다.
514,세미와이드히든밴딩슬랙스[블랙],30,남성, 173cm, 65kg,보통이에요,보통이에요,보통이에요,보통이에요,가성비가 좋네요 허리 사이즈가 약간 큰데 허벅지는 딱 적당해요
515,세미와이드히든밴딩슬랙스[더스티베이지],31,남성, 181cm, 73kg,보통이에요,보통이에요,선명해요,보통이에요,길이도 적당하고 색감이 너무 맘에 들어요 굳굳입니더
516,세미와이드히든밴딩슬랙스[차콜그레이],31,남성, 181cm, 73kg,보통이에요,어두워요,보통이에요,보통이에요,이거 바지 색도 너무 맘에 들고 통도 딱 적당해서 좋아요
517,세미와이드히든밴딩슬랙스[차콜그레이],34,남성, 183cm, 85kg,보통이에요,보통이에요,보통이에요,보통이에요,기본적인 슬랙스 입니다. 통이 약간 크긴한데 나머진 마음에 들어요
518,세미와이드히든밴딩슬랙스[블랙],34,남성, 183cm, 85kg,보통이에요,보통이에요,보통이에요,보통이에요,기본적인 슬랙스 입니다. 통이 약간 크긴한데 나머진 마음에 들어요
519,세미와이드히든밴딩슬랙스[블랙],30,남성, 175cm, 70kg,보통이에요,보통이에요,보통이에요,보통이에요,라이트웨이트버전보다 좀더 빳빳하고 더 좋은거같아요
520,세미와이드히든밴딩슬랙스[미디엄그레이],29,남성, 171cm, 69kg,보통이에요,보통이에요,보통이에요,보통이에요,조금 길긴하지만 핏이 예쁘게 떨어지고 가성비 좋아요
521,세미와이드히든밴딩슬랙스[네이비],33,남성, 181cm, 83kg,보통이에요,보통이에요,보통이에요,보통이에요,182 85 33사이즈 잘맞지만 핏은 오버하지 않아서 아쉽긴해요.
522,세미와이드히든밴딩슬랙스[미디엄그레이],29,남성, 176cm, 64kg,보통이에요,보통이에요,보통이에요,보통이에요,기장살짝 길어서 수선했는데. 색깔 너무 마음에 들어오 추천합니다
523,세미와이드히든밴딩슬랙스[더스티베이지],31,남성, 174cm, 76kg,보통이에요,보통이에요,보통이에요,보통이에요,옷 색도 예쁘고 재질도 시원합니다! 재구매 의사 있습니다ㅎㅎ..
524,세미와이드히든밴딩슬랙스[블랙],32,남성, 187cm, 79kg,보통이에요,보통이에요,보통이에요,보통이에요,다른곳에선 길이에 맞추면 너무 와이드 하거나 망핏리였는데 요거요거 물건이네요 대 만족
525,세미와이드히든밴딩슬랙스[라이트베이지],30,남성, 183cm, 67kg,보통이에요,보통이에요,보통이에요,보통이에요,가격대비 깡패상품많이 안덥고 색도 무난한 기본템
526,세미와이드히든밴딩슬랙스[더스티베이지],32,남성, 184cm, 80kg,보통이에요,보통이에요,보통이에요,보통이에요,역시 픽은 세미와이드 인정입니다 깔별로 9개 가지고있어여 군뜨
527,세미와이드히든밴딩슬랙스[블랙],33,남성, 184cm, 82kg,보통이에요,보통이에요,보통이에요,보통이에요,딱떨어지는 핏으로 특히재질이 가성비 최고에요
528,세미와이드히든밴딩슬랙스[블랙],32,남성, 184cm, 80kg,보통이에요,보통이에요,보통이에요,보통이에요,슬랙스는 항상 무탠에서 입어서 가성비 괜찮고 좋습니다
529,세미와이드히든밴딩슬랙스[미디엄그레이],29,남성, 170cm, 60kg,보통이에요,보통이에요,보통이에요,보통이에요,핏도 너무 와이드 하지 않아서 좋아요. 가격대비 재질도 좋아요
530,세미와이드히든밴딩슬랙스[미디엄그레이],29,남성, 173cm, 68kg,보통이에요,보통이에요,보통이에요,보통이에요,셋업으로 구매했습니다바지는 기장만 조금 줄였어요완전 맞춤인듯 좋습니다무신사 가성비 굿 
531,세미와이드히든밴딩슬랙스[미디엄그레이],32,남성, 181cm, 72kg,보통이에요,보통이에요,보통이에요,보통이에요,좋네요. 다음에도 다시 구매할것같습니다. 잘사용해요
532,세미와이드히든밴딩슬랙스[블랙],32,남성, 181cm, 72kg,보통이에요,보통이에요,보통이에요,보통이에요,좋네요. 다음에도 다시 구매할것같습니다. 잘사용해요
533,세미와이드히든밴딩슬랙스[미디엄그레이],34,남성, 178cm, 79kg,보통이에요,보통이에요,보통이에요,보통이에요,괜찮은거 같아요.무난하면서도 세련된거 같기도하고그럼 수고링
534,세미와이드히든밴딩슬랙스[미디엄그레이],27,남성, 168cm, 60kg,보통이에요,보통이에요,보통이에요,보통이에요,옷이 너무 맘에들고요 핏이 너무 좋습니다 재질도 좋네요
535,세미와이드히든밴딩슬랙스[차콜그레이],33,남성, 179cm, 78kg,보통이에요,보통이에요,보통이에요,보통이에요,무탠다드 새미와이드슬랙스 차콜색 두번째 구매입니다. 명불허전 넘 좋네요!
536,세미와이드히든밴딩슬랙스[네이비],30,남성, 172cm, 74kg,보통이에요,보통이에요,보통이에요,보통이에요,네이비 컬러감 선명하고 가격에 비해 전혀 저렴해보이지 않아서 좋아요
537,세미와이드히든밴딩슬랙스[블랙],31,남성, 172cm, 80kg,보통이에요,보통이에요,보통이에요,보통이에요,30을구매할까 31을 구매할까 고민하다가배가있어서 31사기를 잘했어요길이만 수선하면 딱이예요
538,세미와이드히든밴딩슬랙스[블랙],32,남성, 187cm, 80kg,보통이에요,어두워요,보통이에요,보통이에요,조금은 슬림한 허리라인과 자연스럽게 떨어지는 라인.
539,세미와이드히든밴딩슬랙스[블랙],34,남성, 185cm, 80kg,보통이에요,보통이에요,보통이에요,보통이에요,슬랙스 핏 장난아닙니다!! 역시 한벌 더사길잘햇어요
540,세미와이드히든밴딩슬랙스[라이트베이지],31,남성, 170cm, 66kg,보통이에요,보통이에요,보통이에요,보통이에요,가격대비 가성비 최고편하고 이쁩니다다른색도 사야겠어요
541,세미와이드히든밴딩슬랙스[화이트],33,남성, 176cm, 73kg,보통이에요,보통이에요,보통이에요,보통이에요,사진대로 이쁘고 딱 원하던 핏입니다^^ 잘입을게요!!
542,세미와이드히든밴딩슬랙스[블랙],33,남성, 172cm, 75kg,보통이에요,어두워요,보통이에요,얇아요,"무난하게 가성비 좋은 슬랙스. 바짓단 주름 실루엣이 꽤나 예쁘게 떨어진다.약간 신축성이 있어 편하나, 원단이 겨울에는 역시 못입을거같은 느낌."
543,세미와이드히든밴딩슬랙스[블랙],31,남성, 173cm, 65kg,커요,어두워요,선명해요,보통이에요,생각보다 기장이 조금 길지만 그래도 괜찮은 것 같아요
544,세미와이드히든밴딩슬랙스[블랙],32,남성, 177cm, 68kg,보통이에요,어두워요,보통이에요,보통이에요,역시 믿고사는 무탠다드 재질좋고 핏도 너무좋아요
545,세미와이드히든밴딩슬랙스[블랙],30,남성, 170cm, 65kg,보통이에요,보통이에요,보통이에요,보통이에요,핏이 이쁘네요. 무탠다드 답게 가성비도 좋습니다.
546,세미와이드히든밴딩슬랙스[블랙],32,남성, 178cm, 72kg,보통이에요,보통이에요,선명해요,보통이에요,32사이즈 / 허리랑 기장 수선 필요없이 딱 맞네요다만 세미와이드 핏인데 허벅지가 좀 타이트하게 나온거 같아요 슬림핏 되어버린 느낌ㅠ
547,세미와이드히든밴딩슬랙스[미디엄그레이],33,남성, 181cm, 90kg,보통이에요,보통이에요,선명해요,보통이에요,허리를 약간 타이트하게 샀더니 종아리만 세미와이드처럼 보이게 됐네요.와이드하지 않은 테이퍼드 등은 34로 샀어요.그래도 평상시에 와이드핏을 그렇게 선호하지는 않아서 만족합니다. 감사합니다.
548,세미와이드히든밴딩슬랙스[블랙],28,남성, 191cm, 55kg,커요,보통이에요,선명해요,보통이에요,편하게 입기에 좋고 길이도 짧지만 괜찮은거 같아요 또 구매하려고요
549,세미와이드히든밴딩슬랙스[브라운],29,남성, 176cm, 65kg,커요,어두워요,선명해요,보통이에요,색깔도 너무 이쁘고 코디하기 정말 좋아요 다만 생각보다 좀 크네요
550,세미와이드히든밴딩슬랙스[블랙],32,남성, 180cm, 75kg,보통이에요,보통이에요,보통이에요,보통이에요,셔츠랑 입기에 무난무난힌 검정색 슬랙스입니다. 핏. 두께 만족핮니다
551,세미와이드히든밴딩슬랙스[라이트베이지],30,남성, 179cm, 65kg,보통이에요,밝아요,선명해요,보통이에요,완전 더운 여름에는 좀 입기 힘들것 같은데 날씨가 좀 시원해지니 입기 정말 좋아요 지금 사면 한겨울전까지 휘뚜루마뚜루 가능할듯 합니다
552,세미와이드히든밴딩슬랙스[블랙],31,남성, 182cm, 75kg,보통이에요,보통이에요,선명해요,보통이에요,제가 입은 슬랙스중에 가장 좋은 슬랙스에요역시 슬랙스는 무텐다드
553,세미와이드히든밴딩슬랙스[미디엄그레이],32,남성, 175cm, 76kg,보통이에요,보통이에요,보통이에요,보통이에요,"재질, 두께 만족하고 핏도 좋습니다. 허리는 좀 크게 나온듯 하네요 31~32 입는데 32하니까 조금 커요"
554,세미와이드히든밴딩슬랙스[라이트베이지],33,남성, 184cm, 85kg,보통이에요,보통이에요,보통이에요,보통이에요,제가 딱 원하던 이상적인 핏입니다 넘 예쁜거같아요
555,세미와이드히든밴딩슬랙스[블랙],30,남성, 176cm, 69kg,보통이에요,보통이에요,보통이에요,보통이에요,슬렉스 하나 필요했는데 믿고 사는 무탠다드 이쁘게 하나 건졌습니다
556,세미와이드히든밴딩슬랙스[다크그레이],33,남성, 175cm, 83kg,보통이에요,보통이에요,보통이에요,보통이에요,무탠다드 세미와이드 슬랙스는 항상 믿고 구매합니다.좋은제품 감사합니다
557,세미와이드히든밴딩슬랙스[라이트베이지],32,남성, 180cm, 72kg,보통이에요,보통이에요,보통이에요,보통이에요,색이 다른 옷들이랑 받춰입기 편할거같아 구매핬는데 역시 좋네요 ㅎㅎ 
558,세미와이드히든밴딩슬랙스[블랙],30,남성, 179cm, 67kg,보통이에요,보통이에요,보통이에요,보통이에요,배송 빠르게잘왔어요 사이즈 잘맞아요 좋습니다 
559,세미와이드히든밴딩슬랙스[더스티베이지],30,남성, 175cm, 73kg,보통이에요,밝아요,보통이에요,보통이에요,가을 색으로 이만한게 없네요 세미 와이드핏만 입네요 다른색도 구매해야겠네요
560,세미와이드히든밴딩슬랙스[블루그레이],27,남성, 168cm, 52kg,보통이에요,보통이에요,보통이에요,보통이에요,무신사 슬랙스 킹성비무신사 셔츠랑 깔별로 잘 입고잇어용
561,세미와이드히든밴딩슬랙스[미디엄그레이],27,남성, 168cm, 52kg,보통이에요,보통이에요,보통이에요,보통이에요,무신사 슬랙스 킹성비무신사 셔츠랑 깔별로 잘 입고잇어용
562,세미와이드히든밴딩슬랙스[블랙],33,남성, 169cm, 72kg,보통이에요,보통이에요,보통이에요,보통이에요,무난하고 괜찮습니다바지 통이 좀 작고(허벅지 둘레 61~62)허리는 아주 약간 큽니다봄 가을 딱 좋고 여름 겨울도 가능
563,세미와이드히든밴딩슬랙스[미디엄그레이],32,남성, 175cm, 70kg,보통이에요,어두워요,흐려요,보통이에요,핏도 색감도 무난해서 어디에도 잘 어울리는 기본 슬랙스입니다
564,세미와이드히든밴딩슬랙스[미디엄그레이],29,남성, 168cm, 63kg,보통이에요,보통이에요,보통이에요,보통이에요,만족합니다. 편하게 입으려고 샀어요. 화려하지 않아서 좋아요.
565,세미와이드히든밴딩슬랙스[다크그레이],30,남성, 175cm, 73kg,보통이에요,밝아요,흐려요,보통이에요,밑단 줄여서 핏되게 입는거 좋아하는데 신축성 허리 밴딩 좋네요 좀더 살빼면 널널하니 입기 좋겠네요
566,세미와이드히든밴딩슬랙스[차콜그레이],31,남성, 178cm, 68kg,보통이에요,보통이에요,보통이에요,보통이에요,기장도 딱맞고 엉덩이도 안끼고 핏도 좋아서 만족합니다
567,세미와이드히든밴딩슬랙스[블랙],32,남성, 178cm, 78kg,보통이에요,보통이에요,보통이에요,보통이에요,역시 믿고사는 무탠다드국밥템 잘샀습니다 감사해요
568,세미와이드히든밴딩슬랙스[미디엄그레이],31,남성, 178cm, 67kg,보통이에요,보통이에요,보통이에요,보통이에요,역시 무탠다드 핏도 너무 좋고 너무 예뻐요 어디에 입어도 예쁜 바지입니다 꼭 사세요
569,세미와이드히든밴딩슬랙스[더스티베이지],34,남성, 185cm, 82kg,보통이에요,보통이에요,선명해요,보통이에요,옷 색감도 이쁘고 사이즈는 살짝 작게 나온 느낌 있어요 핏도 이쁘고 자주 입고다닙니다 추천이요
570,세미와이드히든밴딩슬랙스[블랙],31,남성, 177cm, 74kg,보통이에요,어두워요,선명해요,보통이에요,지난번에 입던게 낡아서 재구매 했습니다. 가성비로 좋아요
571,세미와이드히든밴딩슬랙스[라이트그레이],32,남성, 187cm, 81kg,보통이에요,보통이에요,보통이에요,보통이에요,깔끔하게 연출하기가 좋네요.. 일단 전체적으로  핏 자체가 끝에서 끝으로 잘 떨어져서 예쁩니다
572,세미와이드히든밴딩슬랙스[미디엄그레이],30,남성, 177cm, 72kg,보통이에요,보통이에요,보통이에요,보통이에요,길이를 길게 줄이고 입으려고요 맘에 듭니다 고민하시는 분들 고민 멈춰
573,세미와이드히든밴딩슬랙스[네이비],33,남성, 177cm, 80kg,보통이에요,보통이에요,보통이에요,보통이에요,핏도좋고 몸에도잘맞고 편하고 좋아요 추천합니다
574,세미와이드히든밴딩슬랙스[라이트베이지],29,남성, 177cm, 70kg,보통이에요,보통이에요,보통이에요,보통이에요,만족합니다 자주애용할께요 감사합니다 또이용할께요.
575,세미와이드히든밴딩슬랙스[블랙],32,남성, 180cm, 73kg,보통이에요,보통이에요,보통이에요,보통이에요,좋아요 늘 1년에 두번씩 구매합니다. 가성비는 갑이에요
576,세미와이드히든밴딩슬랙스[라이트베이지],29,남성, 177cm, 60kg,보통이에요,밝아요,선명해요,보통이에요,가성비 나쁘지 않은 슬랙스입니다색감이 마음에 드네요
577,세미와이드히든밴딩슬랙스[라이트베이지],28,남성, 168cm, 58kg,보통이에요,보통이에요,보통이에요,보통이에요,바지 좋네요 근데 세미 와이드보다 그냥 와이드 갔으면 좋았을드세
578,세미와이드히든밴딩슬랙스[네이비],28,남성, 171cm, 63kg,보통이에요,보통이에요,보통이에요,보통이에요,길이는 길어서 세탁소에서 줄였고요 무난무난한 슬렉스 가성비는 최고입니다
579,세미와이드히든밴딩슬랙스[블랙],31,남성, 176cm, 75kg,보통이에요,보통이에요,선명해요,보통이에요,핏도 너무 이쁘고사이즈가 1단위로 있어서좋네여
580,세미와이드히든밴딩슬랙스[더스티크림],33,남성, 180cm, 79kg,보통이에요,밝아요,선명해요,보통이에요,생각보다 두껍네요. 허벅지는 딱맞는데 허리가 좀 큽니다
581,세미와이드히든밴딩슬랙스[라이트베이지],33,남성, 187cm, 77kg,보통이에요,보통이에요,보통이에요,보통이에요,무탠다드 슬랙스는 한사이즈 업색상은 라이트베이지보단 살짝 회색들어간 느낌
582,세미와이드히든밴딩슬랙스[더스티베이지],31,남성, 180cm, 75kg,보통이에요,보통이에요,보통이에요,보통이에요,핏도 이쁘도 이쁘게 잘 입을게요 사이즈도 적당하네요
583,세미와이드히든밴딩슬랙스[블랙],32,남성, 172cm, 74kg,보통이에요,보통이에요,보통이에요,보통이에요,먼지 붙은게 보이는거빼곤 나머진 다 괜찮은거 같아요
584,세미와이드히든밴딩슬랙스[더스티크림],30,남성, 172cm, 70kg,보통이에요,보통이에요,보통이에요,보통이에요,색상은 상품정보와동일하고 허리도 딱맞네요바지 길이만 좀 수선하면 될것같아요세뜨로사길잘했어요ㅋ
585,세미와이드히든밴딩슬랙스[더스티크림],34,남성, 187cm, 80kg,보통이에요,보통이에요,보통이에요,보통이에요,할인받고 저렴하게 구매했는데 수선비로인해 제값주고산거처럼됐네요 같은치수라도 색상마다 기장이차이가 있는거같습니다
586,세미와이드히든밴딩슬랙스[블랙],28,여성, 162cm, 43kg,커요,어두워요,선명해요,얇아요,바지 핏 예뻐요 많이 큰데 벨트하면 됩니답 잘 입을게요
587,세미와이드히든밴딩슬랙스[블랙],29,남성, 171cm, 62kg,보통이에요,보통이에요,보통이에요,보통이에요,바지 핏이 깔끔하게 떨어지고 셔츠와 잘 어울립니다예쁘네요
588,세미와이드히든밴딩슬랙스[블랙],29,남성, 167cm, 62kg,보통이에요,보통이에요,보통이에요,보통이에요,가성비 좋아요다만 허벅지가 생각보다 끼네요사이즈업하세요
589,세미와이드히든밴딩슬랙스[블랙],33,남성, 184cm, 77kg,보통이에요,보통이에요,보통이에요,보통이에요,통이랑 길이 딱 좋습니다. 와이드가 부담스러우신 분들은 세미와이드 강추!
590,세미와이드히든밴딩슬랙스[차콜그레이],29,남성, 169cm, 64kg,보통이에요,보통이에요,보통이에요,보통이에요,믿고 사는 무탠다드 입니다!! 출근할때 약속있을때 많이 입어요~~
591,세미와이드히든밴딩슬랙스[블랙],31,남성, 170cm, 71kg,보통이에요,어두워요,보통이에요,보통이에요,"두벌 구매했는데, 입고 다니기 좋습니다. 기장은 좀 길어요."
592,세미와이드히든밴딩슬랙스[라이트그레이],31,남성, 170cm, 71kg,보통이에요,밝아요,보통이에요,보통이에요,사이즈 무난하고 재질도 좋네요. 기장은 좀 길어서 수선했어요.
593,세미와이드히든밴딩슬랙스[블랙],31,남성, 170cm, 71kg,보통이에요,보통이에요,선명해요,보통이에요,"기장은 좀 길어서 수선했지만, 핏이나 질감은 확실히 좋아요. "
594,세미와이드히든밴딩슬랙스[블랙],30,남성, 175cm, 73kg,보통이에요,어두워요,선명해요,보통이에요,입던게 낡아서 재구매했습니다. 고민 없이 입을 수 있는 체고의 바지에용
595,세미와이드히든밴딩슬랙스[블랙],30,여성, 165cm, 64kg,보통이에요,보통이에요,보통이에요,얇아요,핏좋고 통 적당하고한겨울 빼고 입을수 있을듯요
596,세미와이드히든밴딩슬랙스[블랙],30,남성, 177cm, 71kg,보통이에요,보통이에요,보통이에요,보통이에요,무탠다드 슬랙스 좋은 가격에 구매했네요이제 곧 가을에 입기 좋아요
597,세미와이드히든밴딩슬랙스[더스티베이지],30,남성, 177cm, 71kg,보통이에요,보통이에요,보통이에요,보통이에요,무탠다드 슬랙스 좋은 가격에 구매했네요이제 곧 가을에 입기 좋아요
598,세미와이드히든밴딩슬랙스[블랙],32,남성, 184cm, 82kg,보통이에요,보통이에요,보통이에요,보통이에요,딱좋아요 깔끔하고   이바지만 계속입을듯 합니다
599,세미와이드히든밴딩슬랙스[블랙],31,남성, 170cm, 63kg,보통이에요,보통이에요,보통이에요,보통이에요,무탠다드는 좋은데 색상마다 사이즈가 조금 다른거 같아요. 다른색상 4개가 30사이즈 맞는데 블랙은 31이 맞아요
600,세미와이드히든밴딩슬랙스[블랙],30,남성, 167cm, 64kg,보통이에요,보통이에요,보통이에요,보통이에요,길이가 조금 길긴한데 약간 수선해서 입으면 좋을거 같아여
601,세미와이드히든밴딩슬랙스[블랙],30,남성, 177cm, 65kg,보통이에요,보통이에요,보통이에요,보통이에요,편하고 세미와이드 핏이라 무난하게 코디하기 좋습니다
602,세미와이드히든밴딩슬랙스[미디엄그레이],34,남성, 173cm, 90kg,보통이에요,보통이에요,보통이에요,보통이에요,고급진 차콜색이라서 매우 좋습니당!! 핏도 되게 이뻐요. 남친이 잘 입고 다녀요!
603,세미와이드히든밴딩슬랙스[블랙],31,남성, 180cm, 75kg,보통이에요,보통이에요,보통이에요,보통이에요,매번 구매해서 잘입고있어요 다른색상도 구매 예정~
604,세미와이드히든밴딩슬랙스[라이트베이지],30,남성, 178cm, 73kg,보통이에요,밝아요,선명해요,보통이에요,슬랙스 색상을 무신사 스탠다드에서 색별로 모으는거같아요~
605,세미와이드히든밴딩슬랙스[다크그레이],34,남성, 184cm, 82kg,보통이에요,보통이에요,보통이에요,보통이에요,"무탠다드 슬랙스는 믿고 구매해요핏도 좋고, 소재도 좋고, 가성비는 말할 것도 없습니다."
606,세미와이드히든밴딩슬랙스[블랙],34,남성, 184cm, 82kg,보통이에요,보통이에요,보통이에요,보통이에요,"무탠다드 슬랙스는 믿고 구매해요핏도 좋고, 소재도 좋고, 가성비는 말할 것도 없습니다."
607,세미와이드히든밴딩슬랙스[미디엄그레이],31,남성, 174cm, 73kg,보통이에요,보통이에요,보통이에요,보통이에요,재질 좋고 색감이 좋아요아무렇게나 입기도 좋고 셋업으로 입기도 좋아요
608,세미와이드히든밴딩슬랙스[더스티크림],33,남성, 180cm, 80kg,보통이에요,보통이에요,보통이에요,보통이에요,무탠다드 셋업이 유명하다고 해서 구매했는데 생각한대로 핏이나 색감조아영
609,세미와이드히든밴딩슬랙스[블랙],27,남성, 173cm, 65kg,보통이에요,보통이에요,보통이에요,보통이에요,허리랑 기장감은 딱인디 허벅지가 좀 쬐긴함 내년엔 못입을듯
610,세미와이드히든밴딩슬랙스[미디엄그레이],31,남성, 180cm, 66kg,보통이에요,보통이에요,보통이에요,보통이에요,사이즈가 적당하고 좋습니다 믿고사는 무탠다드 
611,세미와이드히든밴딩슬랙스[다크그레이],36,남성, 176cm, 90kg,보통이에요,어두워요,흐려요,두꺼워요,"허리는 실측 그대로 이고, 기장도 적당하고 좋네요.스판재질인데 생각보다 천이 두꺼워 무게감이 약간 있네요. 무신사 첫구매인데 가격 대비 매우 만족 합니다.바지 2벌 더 겟 해야겠네요."
612,세미와이드히든밴딩슬랙스[블랙],30,남성, 180cm, 64kg,보통이에요,보통이에요,보통이에요,보통이에요,핏이 진짜 대박이네요 다리도 길어보이고 좋습니다
613,세미와이드히든밴딩슬랙스[미디엄그레이],31,남성, 180cm, 73kg,보통이에요,보통이에요,보통이에요,보통이에요,무난무난한 슬렉스입니다. 모든게 적당해서 무난한 아이템찾는분들이 잘입으실거같아요
614,세미와이드히든밴딩슬랙스[블랙],32,남성, 174cm, 74kg,보통이에요,보통이에요,보통이에요,보통이에요,통도 적당해서 좋아요.175cm의 키인 저에겐 좀 길어서 수선 했습니다!
615,세미와이드히든밴딩슬랙스[미디엄그레이],32,남성, 174cm, 74kg,보통이에요,보통이에요,보통이에요,보통이에요,"색도 너무 좋고, 통도 적당해서 좋아요.175cm의 키인 저에겐 좀 길어서 수선 했습니다!"
616,세미와이드히든밴딩슬랙스[더스티베이지],31,남성, 178cm, 73kg,보통이에요,보통이에요,보통이에요,두꺼워요,기장만 줄였습니다 세미와이드 완전 원하던핏입니다 블랙도 구매해야겠네요
617,세미와이드히든밴딩슬랙스[블랙],32,남성, 181cm, 77kg,보통이에요,보통이에요,보통이에요,얇아요,넉넉하게 세미와이드로 잘 나온 슬랙스같아요. 만족스럽습니다
618,세미와이드히든밴딩슬랙스[핑크베이지],34,남성, 180cm, 85kg,보통이에요,보통이에요,보통이에요,보통이에요,핑크빛이 뚜렷하진 않지만 자주 입을 수 있는 바지입니다.
619,세미와이드히든밴딩슬랙스[미디엄그레이],34,남성, 180cm, 90kg,보통이에요,보통이에요,보통이에요,보통이에요,깔끔하게 입고 싶을때 너무 좋은 덧 같습니다. 타색상 재구매 필수입니다!!
620,세미와이드히든밴딩슬랙스[미디엄그레이],29,남성, 166cm, 63kg,보통이에요,보통이에요,보통이에요,보통이에요,잘 입고 있습니다. 가성비 좋은 옷이에요. 추천합니다.
621,세미와이드히든밴딩슬랙스[블랙],29,남성, 166cm, 63kg,보통이에요,보통이에요,보통이에요,보통이에요,잘 입고 있습니다. 가성비 좋은 옷이에요. 추천합니다. 
622,세미와이드히든밴딩슬랙스[블랙],26,남성, 165cm, 60kg,보통이에요,보통이에요,보통이에요,보통이에요,허리에 맞추니까 허벅지쪽이 살짝 타이트 하네요그 외에는 역시 무탠다드
623,세미와이드히든밴딩슬랙스[블랙],31,남성, 178cm, 70kg,보통이에요,보통이에요,보통이에요,보통이에요,기장도 적당하고 통도 세미와이드답습니다. 가격도 저렴합니다
624,세미와이드히든밴딩슬랙스[베이지],30,남성, 172cm, 65kg,보통이에요,보통이에요,보통이에요,보통이에요,재질도 좋구 편하고 디자인도 깔끔해서 너무 마음에 듭니다
625,세미와이드히든밴딩슬랙스[네이비],27,남성, 168cm, 52kg,보통이에요,보통이에요,보통이에요,보통이에요,무신사 스탠다드 슬랙스는 뭐걍 우리나라 공식이죠 뭐넘 잘입고 있습니다!출근룩 !
626,세미와이드히든밴딩슬랙스[블랙],27,남성, 168cm, 52kg,보통이에요,보통이에요,보통이에요,보통이에요,무신사 스탠다드 슬랙스는 뭐걍 우리나라 공식이죠 뭐넘 잘입고 있습니다!출근룩 !
627,세미와이드히든밴딩슬랙스[블루그레이],34,여성, 170cm, 65kg,보통이에요,보통이에요,보통이에요,보통이에요,살짝 어두운 느낌이고요무게는좀 있어요편하게 입으려면 한치수 업 하세요
628,세미와이드히든밴딩슬랙스[블랙],26,남성, 161cm, 47kg,커요,밝아요,선명해요,보통이에요,바지핏좋네요 기장이좀길어요 그거빼곤 아주맘에들어요
629,세미와이드히든밴딩슬랙스[블랙],30,남성, 173cm, 67kg,보통이에요,보통이에요,선명해요,보통이에요,무탠다드 슬렉스 처음 입어봤다고 하는데(선물 줌) 완전 좋아하고 몇개 더 구매한다고 하네요 최고입니다!
630,세미와이드히든밴딩슬랙스[브라운],29,남성, 174cm, 66kg,보통이에요,보통이에요,선명해요,보통이에요,무탠다드는 언제나 만족스러워서 색상별로 골고루 다 사는거 같아요
631,세미와이드히든밴딩슬랙스[블랙],28,남성, 172cm, 68kg,보통이에요,보통이에요,보통이에요,보통이에요,색감이랑 핏이 너무 마음에 듭니다.다른색도 구매할까 고민중이에요
632,세미와이드히든밴딩슬랙스[블랙],30,남성, 177cm, 72kg,보통이에요,보통이에요,보통이에요,보통이에요,허벅지가 좀 두꺼워서 입어봤더니 끼더라구요 그냥 기장 수선해서 입었어요 아 맞다 적립금 생각에 잠옷이랑 찍은건 양해 부탁드려요
633,세미와이드히든밴딩슬랙스[미디엄그레이],28,남성, 167cm, 58kg,보통이에요,보통이에요,보통이에요,보통이에요,처음에 26 샀는데 너무 작아서그냥 28로 다시 샀는데딱 좋네요 추천
